diversity,sparsity,recall,precision,f1,tp,fp,tn,fn,tpr,fpr,tnr,fnr,transformed_dist,cf_error
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,36.99331283569336,24.663009643554688
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,18.514781951904297,12.347190856933594
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,40.15291213989258,26.76987648010254
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,40.89918518066406,27.26957130432129
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,33.71769332885742,22.481592178344727
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,33.61878967285156,22.419504165649414
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,20.478153228759766,13.65549087524414
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,34.915138244628906,23.27827262878418
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,37.601741790771484,25.068632125854492
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,28.07013511657715,18.71641731262207
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,12.497139930725098,8.341991424560547
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,26.912559509277344,17.94925880432129
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,28.523231506347656,19.01573944091797
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,28.853145599365234,19.236745834350586
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,24.218364715576172,16.155759811401367
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,25.14869499206543,16.773820877075195
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,28.66570281982422,19.11829948425293
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,27.830936431884766,18.560333251953125
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,3.526982545852661,2.3634557723999023
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,25.553760528564453,17.042325973510742
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,14.13812255859375,9.433331489562988
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,28.11907958984375,18.75029945373535
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,20.090152740478516,13.403671264648438
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,32.25697708129883,21.505563735961914
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,38.22249984741211,25.483413696289062
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,35.22105407714844,23.4819393157959
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,17.09600830078125,11.403229713439941
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,17.176267623901367,11.457858085632324
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,22.7996883392334,15.207904815673828
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,27.690349578857422,18.4605770111084
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,32.317039489746094,21.545196533203125
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,12.54154109954834,8.368507385253906
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,13.991958618164062,9.339404106140137
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,29.339412689208984,19.566083908081055
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,29.395429611206055,19.601665496826172
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,32.70441436767578,21.807815551757812
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,32.663822174072266,21.779123306274414
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,24.190038681030273,16.1323299407959
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,27.98440170288086,18.65879249572754
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,18.649112701416016,12.437557220458984
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,20.542951583862305,13.70020580291748
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,20.585830688476562,13.72539234161377
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,30.598779678344727,20.40348243713379
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,23.631925582885742,15.756802558898926
0.0,0.3333333333333333,,0.0,0.0,0,4,0.0,0.0,0.0,1.0,,,25.53413963317871,17.028343200683594
